Period End,Islamabad,Rawalpindi,Gujranwala,Sialkot,Lahore,Faisalabad,Sargodha,Multan,Bahawalpur,Karachi,Hyderabad,Sukkur,Larkana,Peshawar,Bannu,Quetta,Khuzdar,Pakistan
Weekly,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR ,PKR 
21-Feb-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.140000,107.820000,107.200000,107.800000,107.100000,109.200000,106.980000,110.070000,107.650000
14-Feb-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.140000,107.820000,107.200000,107.800000,107.100000,109.200000,106.980000,110.070000,107.650000
07-Feb-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.140000,107.820000,107.200000,107.800000,107.100000,109.200000,106.980000,110.070000,107.650000
31-Jan-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.150000,107.880000,107.200000,107.800000,107.200000,109.900000,106.980000,110.070000,107.700000
24-Jan-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.150000,107.880000,107.200000,107.800000,107.200000,109.900000,106.980000,110.070000,107.700000
17-Jan-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.150000,107.880000,107.200000,107.800000,107.200000,109.900000,106.980000,110.070000,107.700000
10-Jan-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.150000,107.880000,107.200000,107.800000,107.200000,109.900000,106.980000,110.070000,107.700000
03-Jan-2019,107.150000,107.150000,107.200000,108,107.030000,107.150000,107.300000,107.850000,107.870000,107.150000,107.880000,107.200000,107.800000,107.200000,109.900000,106.980000,110.070000,107.700000
27-Dec-2018,111.390000,111.400000,111.400000,112.600000,111.290000,111.400000,86.540000,111.900000,112.650000,111.400000,112.110000,111.400000,112,111.400000,113.400000,111.240000,114.130000,110.450000
20-Dec-2018,111.390000,111.400000,111.400000,112.600000,111.290000,111.400000,86.540000,111.900000,112.650000,111.400000,112.110000,111.400000,112,111.400000,113.400000,111.240000,114.130000,110.450000
13-Dec-2018,111.390000,111.400000,111.400000,112.600000,111.290000,111.400000,86.540000,111.900000,112.650000,111.400000,112.110000,111.400000,112,111.400000,113.400000,111.240000,114.130000,110.450000
06-Dec-2018,111.390000,111.400000,111.400000,112.600000,111.290000,111.400000,86.540000,111.900000,112.650000,111.400000,112.110000,111.400000,112,111.400000,113.400000,111.240000,114.130000,110.450000
29-Nov-2018,113.400000,113.400000,113.100000,114.600000,113.290000,113.400000,113.500000,113.900000,114.450000,113.380000,114.200000,113.500000,114,113.400000,115.400000,113.240000,110.130000,113.550000
22-Nov-2018,113.400000,113.400000,113.100000,114.600000,113.290000,113.400000,113.500000,113.900000,114.450000,113.380000,114.200000,113.500000,114,113.400000,115.400000,113.240000,110.130000,113.550000
15-Nov-2018,113.400000,113.400000,113.100000,114.600000,113.290000,113.400000,113.500000,113.900000,114.450000,113.380000,114.200000,113.500000,114,113.400000,115.400000,113.240000,110.130000,113.550000
08-Nov-2018,113.400000,113.400000,113.100000,114.600000,113.290000,113.400000,113.500000,113.900000,114.450000,113.380000,114.200000,113.500000,114,113.400000,115.400000,113.240000,110.130000,113.550000
01-Nov-2018,113.400000,113.400000,113.100000,114.600000,113.290000,113.400000,113.500000,113.900000,114.450000,113.380000,114.200000,113.500000,114,113.400000,115.400000,113.240000,110.130000,113.550000
25-Oct-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
18-Oct-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
11-Oct-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
04-Oct-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
27-Sep-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
18-Sep-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
13-Sep-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
06-Sep-2018,107.060000,107.060000,107.100000,108.300000,106.920000,107.060000,107.200000,107.060000,108.050000,107.060000,107.830000,107.100000,107.600000,107.100000,109,106.870000,110.130000,107.560000
30-Aug-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
16-Aug-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
09-Aug-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
02-Aug-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
26-Jul-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
19-Jul-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
12-Jul-2018,113.430000,113.420000,113.500000,114.700000,113.290000,113.400000,113.500000,113.460000,114.400000,113.480000,114.190000,113.430000,113.900000,113.400000,115.400000,113.240000,116.420000,113.920000
05-Jul-2018,119.820000,119.820000,119.900000,121.100000,119.660000,119.950000,120,119.800000,120.750000,119.830000,120.630000,120,120.300000,119.800000,121.800000,119.610000,119.610000,120.140000
28-Jun-2018,105.800000,105.800000,105.800000,107.100000,105.660000,105.800000,105.900000,105.800000,106.750000,105.780000,106.400000,105.300000,106,105.800000,107.800000,105.610000,108.750000,106.230000
21-Jun-2018,105.800000,105.800000,105.800000,107.100000,105.660000,105.800000,105.900000,105.800000,106.750000,105.780000,106.400000,105.300000,106,105.800000,107.800000,105.610000,108.750000,106.230000
13-Jun-2018,105.800000,105.800000,105.800000,107.100000,105.660000,105.800000,105.900000,105.800000,106.750000,105.780000,106.400000,105.300000,106,105.800000,107.800000,105.610000,108.750000,106.230000
07-Jun-2018,99.250000,99.240000,99.260000,100.500000,99.110000,99.330000,99.400000,99.250000,99.900000,99.250000,100.010000,99.300000,99.500000,99.240000,101.300000,99.060000,99.980000,99.580000
31-May-2018,99.250000,99.240000,99.260000,100.500000,99.110000,99.330000,99.400000,99.250000,99.900000,99.250000,100.010000,99.300000,99.500000,99.240000,101.300000,99.060000,99.980000,99.580000
24-May-2018,99.250000,99.240000,99.260000,100.500000,99.110000,99.330000,99.400000,99.250000,99.900000,99.250000,100.010000,99.300000,99.500000,99.240000,101.300000,99.060000,99.980000,99.580000
17-May-2018,99.250000,99.240000,99.260000,100.500000,99.110000,99.330000,99.400000,99.250000,99.900000,99.250000,100.010000,99.300000,99.500000,99.240000,101.300000,99.060000,99.980000,99.580000
10-May-2018,99.250000,99.240000,99.260000,100.500000,99.110000,99.330000,99.400000,99.250000,99.900000,99.250000,100.010000,99.300000,99.500000,99.240000,101.300000,99.060000,99.980000,99.580000
03-May-2018,99.250000,99.240000,99.260000,100.500000,99.110000,99.330000,99.400000,99.250000,99.900000,99.250000,100.010000,99.300000,99.500000,99.240000,101.300000,99.060000,99.980000,99.580000
26-Apr-2018,96.940000,96.430000,96.950000,98.200000,96.800000,96.940000,97.090000,96.940000,97.960000,96.940000,97,96.940000,97.100000,96.940000,99,96.750000,99.980000,97.350000
19-Apr-2018,96.940000,96.430000,96.950000,98.200000,96.800000,96.940000,97.090000,96.940000,97.960000,96.940000,97,96.940000,97.100000,96.940000,99,96.750000,99.980000,97.350000
13-Apr-2018,96.940000,96.430000,96.950000,98.200000,96.800000,96.940000,97.090000,96.940000,97.960000,96.940000,97,96.940000,97.100000,96.940000,99,96.750000,99.980000,97.350000
05-Apr-2018,96.940000,96.430000,96.950000,98.200000,96.800000,96.940000,97.090000,96.940000,97.960000,96.940000,97,96.940000,97.100000,96.940000,99,96.750000,99.980000,97.350000
29-Mar-2018,98.920000,98.910000,98.940000,100.200000,98.800000,98.920000,99.060000,98.930000,99.960000,98.930000,99.720000,98.910000,99.100000,98.910000,101,98.750000,101.820000,99.400000
22-Mar-2018,98.920000,98.910000,98.940000,100.200000,98.800000,98.920000,99.060000,98.930000,99.960000,98.930000,99.720000,98.910000,99.100000,98.910000,101,98.750000,101.820000,99.400000
15-Mar-2018,98.920000,98.910000,98.940000,100.200000,98.800000,98.920000,99.060000,98.930000,99.960000,98.930000,99.720000,98.910000,99.100000,98.910000,101,98.750000,101.820000,99.400000
08-Mar-2018,98.920000,98.910000,98.940000,100.200000,98.800000,98.920000,99.060000,98.930000,99.960000,98.930000,99.720000,98.910000,99.100000,98.910000,101,98.750000,101.820000,99.400000
01-Mar-2018,98.920000,98.910000,98.940000,100.200000,98.800000,98.920000,99.060000,98.930000,99.960000,98.930000,99.720000,98.910000,99.100000,98.910000,101,98.750000,101.820000,99.400000
22-Feb-2018,96.290000,96.290000,96.310000,97.600000,96.180000,96.300000,96.430000,96.850000,97.340000,96.280000,97,96.300000,96.700000,96.290000,98.300000,96.130000,99.160000,96.810000
15-Feb-2018,96.290000,96.290000,96.310000,97.600000,96.180000,96.300000,96.430000,96.850000,97.340000,96.280000,97,96.300000,96.700000,96.290000,98.300000,96.130000,99.160000,96.810000
08-Feb-2018,96.290000,96.290000,96.310000,97.600000,96.180000,96.300000,96.430000,96.850000,97.340000,96.280000,97,96.300000,96.700000,96.290000,98.300000,96.130000,99.160000,96.810000
01-Feb-2018,96.290000,96.290000,96.310000,97.600000,96.180000,96.300000,96.430000,96.850000,97.340000,96.280000,97,96.300000,96.700000,96.290000,98.300000,96.130000,99.160000,96.810000
25-Jan-2018,90.370000,90.370000,90.380000,91.700000,90.260000,90.370000,90.510000,90.990000,91.600000,90.360000,91.070000,90.370000,90.060000,90.370000,91.480000,90.210000,92.660000,90.770000
18-Jan-2018,90.370000,90.370000,90.380000,91.700000,90.260000,90.370000,90.510000,90.990000,91.600000,90.360000,91.070000,90.370000,90.060000,90.370000,91.480000,90.210000,92.660000,90.770000
11-Jan-2018,90.370000,90.370000,90.380000,91.700000,90.260000,90.370000,90.510000,90.990000,91.600000,90.360000,91.070000,90.370000,90.060000,90.370000,91.480000,90.210000,92.660000,90.770000
04-Jan-2018,90.370000,90.370000,90.380000,91.700000,90.260000,90.370000,90.510000,90.990000,91.600000,90.360000,91.070000,90.370000,90.060000,90.370000,91.480000,90.210000,92.660000,90.770000
28-Dec-2017,86.430000,86.430000,86.440000,87.700000,86.300000,86.430000,86.500000,86.850000,87.700000,86.420000,86.830000,86.430000,86.700000,86.430000,88.700000,86.260000,89.200000,86.930000
21-Dec-2017,86.430000,86.430000,86.440000,87.700000,86.300000,86.430000,86.500000,86.850000,87.700000,86.420000,86.830000,86.430000,86.700000,86.430000,88.700000,86.260000,89.200000,86.930000
14-Dec-2017,86.430000,86.430000,86.440000,87.700000,86.300000,86.430000,86.500000,86.850000,87.700000,86.420000,86.830000,86.430000,86.700000,86.430000,88.700000,86.260000,89.200000,86.930000
07-Dec-2017,86.430000,86.430000,86.440000,87.700000,86.300000,86.430000,86.500000,86.850000,87.700000,86.420000,86.830000,86.430000,86.700000,86.430000,88.700000,86.260000,89.200000,86.930000
29-Nov-2017,84.880000,84.880000,85.030000,86.300000,84.940000,84.880000,85.140000,85.500000,86.300000,84.880000,85.470000,84.880000,85.300000,84.880000,87.300000,84.900000,87.700000,85.480000
23-Nov-2017,84.880000,84.880000,85.030000,86.300000,84.940000,84.880000,85.140000,85.500000,86.300000,84.880000,85.470000,84.880000,85.300000,84.880000,87.300000,84.900000,87.700000,85.480000
16-Nov-2017,84.880000,84.880000,85.030000,86.300000,84.940000,84.880000,85.140000,85.500000,86.300000,84.880000,85.470000,84.880000,85.300000,84.880000,87.300000,84.900000,87.700000,85.480000
09-Nov-2017,84.880000,84.880000,85.030000,86.300000,84.940000,84.880000,85.140000,85.500000,86.300000,84.880000,85.470000,84.880000,85.300000,84.880000,87.300000,84.900000,87.700000,85.480000
02-Nov-2017,84.880000,84.880000,85.030000,86.300000,84.940000,84.880000,85.140000,85.500000,86.300000,84.880000,85.470000,84.880000,85.300000,84.880000,87.300000,84.900000,87.700000,85.480000
26-Oct-2017,79.690000,79.690000,79.830000,80.900000,79.760000,79.700000,79.950000,79.990000,81,79.690000,80.300000,79.690000,80.100000,79.700000,82.100000,79.710000,82.500000,80.250000
19-Oct-2017,79.690000,79.690000,79.830000,80.900000,79.760000,79.700000,79.950000,79.990000,81,79.690000,80.300000,79.690000,80.100000,79.700000,82.100000,79.710000,82.500000,80.250000
12-Oct-2017,79.690000,79.690000,79.830000,80.900000,79.760000,79.700000,79.950000,79.990000,81,79.690000,80.300000,79.690000,80.100000,79.700000,82.100000,79.710000,82.500000,80.250000
05-Oct-2017,79.690000,79.690000,79.830000,80.900000,79.760000,79.700000,79.950000,79.990000,81,79.690000,80.300000,79.690000,80.100000,79.700000,82.100000,79.710000,82.500000,80.250000
27-Sep-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
21-Sep-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
14-Sep-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
07-Sep-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
30-Aug-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
24-Aug-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
17-Aug-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
10-Aug-2017,77.700000,77.700000,77.850000,78.900000,77.760000,77.700000,77.980000,77.990000,79.100000,77.700000,78.320000,77.700000,78.100000,77.700000,80.100000,77.710000,80.500000,78.270000
03-Aug-2017,80.210000,80.210000,80.350000,81.400000,80.260000,80.410000,80.480000,80.200000,81.600000,80.190000,80.810000,80.570000,80.600000,80.200000,82.600000,80.210000,83,80.780000
27-Jul-2017,80.210000,80.210000,80.350000,81.400000,80.260000,80.410000,80.480000,80.200000,81.600000,80.190000,80.810000,80.570000,80.600000,80.200000,82.600000,80.210000,83,80.780000
20-Jul-2017,80.210000,80.210000,80.350000,81.400000,80.260000,80.410000,80.480000,80.200000,81.600000,80.190000,80.810000,80.570000,80.600000,80.200000,82.600000,80.210000,83,80.780000
13-Jul-2017,80.210000,80.210000,80.350000,81.400000,80.260000,80.410000,80.480000,80.200000,81.600000,80.190000,80.810000,80.570000,80.600000,80.200000,82.600000,80.210000,83,80.780000
06-Jul-2017,80.210000,80.210000,80.350000,81.400000,80.260000,80.410000,80.480000,80.200000,81.600000,80.190000,80.810000,80.570000,80.600000,80.200000,82.600000,80.210000,83,80.780000
29-Jun-2017,81.740000,81.740000,82.400000,82.900000,81.760000,81.900000,81.980000,81.690000,82.550000,81.710000,82.300000,81.700000,82,81.700000,84.100000,81.710000,84.500000,82.260000
27-Apr-2017,83.290000,83.290000,84,84.500000,83.360000,83.400000,83.560000,83.280000,84.600000,83.280000,83.880000,83.300000,84.800000,83.900000,85.700000,83.310000,86.100000,83.970000
13-Apr-2017,83.290000,83.290000,84,84.500000,83.360000,83.400000,83.560000,83.280000,84.600000,83.280000,83.880000,83.300000,84.800000,83.900000,85.700000,83.310000,86.100000,83.970000
06-Apr-2017,83.290000,83.290000,84,84.500000,83.360000,83.400000,83.560000,83.280000,84.600000,83.280000,83.880000,83.300000,84.800000,83.900000,85.700000,83.310000,86.100000,83.970000
30-Mar-2017,82.290000,82.290000,83,83.500000,82.360000,82.400000,82.560000,82.280000,83.600000,82.290000,82.900000,82.280000,83.800000,82.280000,84.700000,82.310000,85.100000,82.940000
24-Mar-2017,82.290000,82.290000,83,83.500000,82.360000,82.400000,82.560000,82.280000,83.600000,82.290000,82.900000,82.280000,83.800000,82.280000,84.700000,82.310000,85.100000,82.940000
16-Mar-2017,82.290000,82.290000,83,83.500000,82.360000,82.400000,82.560000,82.280000,83.600000,82.290000,82.900000,82.280000,83.800000,82.280000,84.700000,82.310000,85.100000,82.940000
09-Mar-2017,82.290000,82.290000,83,83.500000,82.360000,82.400000,82.560000,82.280000,83.600000,82.290000,82.900000,82.280000,83.800000,82.280000,84.700000,82.310000,85.100000,82.940000
02-Mar-2017,82.290000,82.290000,83,83.500000,82.360000,82.400000,82.560000,82.280000,83.600000,82.290000,82.900000,82.280000,83.800000,82.280000,84.700000,82.310000,85.100000,82.940000
23-Feb-2017,80.760000,80.760000,80.610000,81.900000,80.840000,80.900000,81.400000,80.740000,82.050000,80.750000,81.320000,80.760000,82.300000,80.760000,83.200000,80.760000,83.580000,81.380000
16-Feb-2017,80.760000,80.760000,80.610000,81.900000,80.840000,80.900000,81.400000,80.740000,82.050000,80.750000,81.320000,80.760000,82.300000,80.760000,83.200000,80.760000,83.580000,81.380000
09-Feb-2017,79.760000,79.760000,79.610000,80.900000,79.840000,79.760000,80.030000,79.740000,81.050000,79.750000,80.320000,79.800000,81.300000,79.760000,82.600000,79.750000,82.580000,80.370000
02-Feb-2017,79.760000,79.760000,79.610000,80.900000,79.840000,79.760000,80.030000,79.740000,81.050000,79.750000,80.320000,79.800000,81.300000,79.760000,82.600000,79.750000,82.580000,80.370000
26-Jan-2017,77.500000,77.500000,77.350000,78.600000,77.580000,77.660000,77.990000,77.540000,78.750000,77.490000,78.050000,77.490000,79,77.500000,80.900000,77.500000,80.320000,78.160000
19-Jan-2017,77.500000,77.500000,77.350000,78.600000,77.580000,77.660000,77.990000,77.540000,78.750000,77.490000,78.050000,77.490000,79,77.500000,80.900000,77.500000,80.320000,78.160000
12-Jan-2017,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
05-Jan-2017,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
29-Dec-2016,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
22-Dec-2016,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
15-Dec-2016,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
08-Dec-2016,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
01-Dec-2016,75.500000,75.500000,75.550000,76.600000,75.580000,75.600000,75.770000,75.540000,76.350000,75.500000,76,75.490000,77,75.510000,78.400000,75.500000,78.320000,76.100000
24-Nov-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
17-Nov-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
10-Nov-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
03-Nov-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
27-Oct-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
20-Oct-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
13-Oct-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
06-Oct-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
22-Sep-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
15-Sep-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
08-Sep-2016,72.810000,72.810000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.450000
01-Sep-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
25-Aug-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
18-Aug-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
11-Aug-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
04-Aug-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
28-Jul-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
21-Jul-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
14-Jul-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
30-Jun-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
23-Jun-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
16-Jun-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
09-Jun-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
02-Jun-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
27-May-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
19-May-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
12-May-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
05-May-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
28-Apr-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
21-Apr-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
14-Apr-2016,72.740000,72.730000,72.850000,74.600000,72.880000,72.730000,72.950000,72.990000,74.100000,72.730000,73.300000,72.730000,74.300000,72.730000,75.700000,72.800000,75.620000,73.440000
25-Feb-2016,76.010000,76.010000,76.200000,77.900000,76.150000,76.010000,77.550000,76.130000,77.500000,76.160000,76.700000,76.200000,77.500000,76.140000,78.900000,76.200000,76.200000,76.670000
18-Feb-2016,76.010000,76.010000,76.200000,77.900000,76.150000,76.010000,77.550000,76.130000,77.500000,76.160000,76.700000,76.200000,77.500000,76.140000,78.900000,76.200000,76.200000,76.670000
03-Dec-2015,84.150000,84.150000,84.300000,85.900000,84.150000,84.130000,85.550000,84.750000,85.500000,84.130000,84.800000,84.200000,85.500000,84.140000,87,84.200000,84.200000,84.750000
26-Nov-2015,84.150000,84.150000,84.300000,85.900000,84.150000,84.130000,85.550000,84.750000,85.500000,84.130000,84.800000,84.200000,85.500000,84.140000,87,84.200000,84.200000,84.750000
